N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750004008;75056;RUE;;BARRAULT;R. Barrault;Rue Barrault;750560679;O;O;0666;"{""coordinates"": [[2.348299558449752, 48.82965186049125], [2.3478533466256057, 48.829062793814494], [2.347737339373478, 48.82891373751369], [2.347676209968323, 48.82878366940979], [2.3475996389746325, 48.82862595120635], [2.3474301204291494, 48.828278218621584], [2.3472546134464167, 48.827892175601924], [2.3470970969940512, 48.82756754978894], [2.3469786814265863, 48.827315401982375], [2.3467752470768226, 48.82686273254067], [2.3465504196372233, 48.82638702955736], [2.3465936177895617, 48.82575520192223], [2.3466454768331357, 48.82490933350891], [2.3467836442091192, 48.82254183677239]], ""type"": ""LineString""}";3420;P;750001537;;48.82623009326677, 2.3470090671546138
750004704;75056;RUE;;GUISARDE;R. Guisarde;Rue Guisarde;750564400;O;O;4358;"{""coordinates"": [[2.3352585876726804, 48.85194459271684], [2.334552440220894, 48.851887470549414], [2.3337263962882617, 48.8518248650593]], ""type"": ""LineString""}";3423;P;750001537;;48.851883763407834, 2.3344925676167803
750003663;75056;PAS;;DUBAIL;Pas. Dubail;Passage Dubail;750562938;O;O;2961;"{""coordinates"": [[[2.358986528389068, 48.87326704520947], [2.359051589651005, 48.87341317611669], [2.359267914043134, 48.87390206248814], [2.359420448765433, 48.873858874324476], [2.3603457655251265, 48.87367099574711], [2.3603704322107153, 48.87365741267314], [2.360371235218122, 48.87363754162598], [2.3602278927101525, 48.873199985716106]], [[2.358542086284674, 48.874189074532346], [2.3587506401816807, 48.87411187772193], [2.3591121227156604, 48.87397942579206], [2.359267914043134, 48.87390206248814]]], ""type"": ""MultiLineString""}";3431;P;750001537;;48.87374965082211, 2.359508151478661
750005359;75056;RUE;;ALEXANDRE DE HUMBOLDT;R. Alexandre de Humboldt;Rue Alexandre de Humboldt;750560151;O;O;0177;"{""coordinates"": [[2.3801770613546176, 48.888455516401365], [2.3804848236045153, 48.888172203677705]], ""type"": ""LineString""}";3449;P;750001537;;48.88831386003953, 2.3803309424795662
750002042;75056;SQ;;ALFRED CAPUS;Sq. Alfred Capus;Square Alfred Capus;750560172;O;O;0197;"{""coordinates"": [[[2.2602732668520225, 48.85052994553434], [2.2591630164721455, 48.85084736027649]], [[2.260498369944551, 48.85089115503866], [2.259386488588622, 48.85120110597559]]], ""type"": ""MultiLineString""}";3460;P;750001537;;48.8508673562271, 2.259830263204089
750004271;75056;PAS;;VERDEAU;Pas. Verdeau;Passage Verdeau;750569663;O;O;9698;"{""coordinates"": [[2.3422368519492727, 48.87306167355935], [2.3423750255150813, 48.87373467025036], [2.3425701290149243, 48.873843473664515]], ""type"": ""LineString""}";3491;V;750001537;;48.873494087014144, 2.3423468268133703
750001650;75056;AV;;EDOUARD VAILLANT;Av. Edouard Vaillant;Avenue Edouard Vaillant;750563162;O;O;3187;"{""coordinates"": [[[2.2559518545783734, 48.83649034965198], [2.2552968903357375, 48.836633951381415], [2.254289408199576, 48.836769911099225]], [[2.253644767925969, 48.83676663693479], [2.2534842921022467, 48.83675871029674]], [[2.253644767925969, 48.83676663693479], [2.253544872355005, 48.836687839711175]], [[2.254289408199576, 48.836769911099225], [2.254145532436489, 48.83676443621242], [2.2539229283673627, 48.836783265942785], [2.2537656729848004, 48.83674642680952], [2.253644767925969, 48.83676663693479]], [[2.254289408199576, 48.836769911099225], [2.2542183332695327, 48.83683541029369], [2.254080045944193, 48.83691257794616], [2.2539954791204297, 48.8370049651778], [2.253930489803371, 48.837065969287025], [2.2538803904836997, 48.83698715018628], [2.2538248922131228, 48.83689718107918], [2.253698345380341, 48.836852753814426], [2.253644767925969, 48.83676663693479]], [[2.254093332683782, 48.83842138255445], [2.254232907762773, 48.8379811989068], [2.253930489803371, 48.837065969287025]]], ""type"": ""MultiLineString""}";3523;P;750001537;;48.83703175184092, 2.2543764221630966
750001244;75056;RUE;;LE MAROIS;R. Le Marois;Rue Le Marois;750565500;O;O;5436;"{""coordinates"": [[[2.259276333864819, 48.837800113129624], [2.258228791790689, 48.837417574554955]], [[2.2624283854340552, 48.83948106845293], [2.2624268611219587, 48.83939525877491], [2.2621358543004524, 48.83923393309458], [2.26130889581043, 48.83879517781143], [2.2596770203795473, 48.837949578664194]]], ""type"": ""MultiLineString""}";3526;P;750001537;;48.838408277701525, 2.260486252657438
750006202;75056;CITE;;LEMERCIER;Cité Lemercier;Cité Lemercier;750565502;O;O;5438;"{""coordinates"": [[2.3236425479607132, 48.88654887622453], [2.3238040833264177, 48.88662847093927], [2.3238911559807818, 48.886680008586445], [2.32507503238263, 48.88725224884251]], ""type"": ""LineString""}";3527;V;750001537;;48.886903773905004, 2.3243570938806464
750006375;75056;RUE;;MICHEL BREAL;R. Michel Bréal;Rue Michel Bréal;750566328;O;O;6251;"{""coordinates"": [[2.371552370434812, 48.82159470856483], [2.3711525033711975, 48.82212268142067]], ""type"": ""LineString""}";3548;P;750001537;;48.821858694992756, 2.371352436903005
750004915;75056;RUE;DE;CICE;R. de Cicé;Rue de Cicé;750562039;O;O;2031;"{""coordinates"": [[2.327969700127721, 48.843571848135724], [2.327157170286045, 48.84397618574122]], ""type"": ""LineString""}";3551;P;750001537;;48.84377401693847, 2.327563435206883
750002025;75056;RUE;;ALBERIC MAGNARD;R. Albéric Magnard;Rue Albéric Magnard;750560112;O;O;0136;"{""coordinates"": [[2.273165099747522, 48.86094364187594], [2.271795301995555, 48.860345408954856], [2.27093462349999, 48.85993142006683], [2.2706229779129767, 48.85977580297305]], ""type"": ""LineString""}";3564;P;750001537;;48.86037331813291, 2.2718877390538923
750004079;75056;RUE;;ALBERT THOMAS;R. Albert Thomas;Rue Albert Thomas;750560131;O;O;0155;"{""coordinates"": [[2.363879171507305, 48.868935698746505], [2.363381823742141, 48.86932772082401], [2.363231115863429, 48.869444750643325], [2.3614162032395223, 48.87085342953471]], ""type"": ""LineString""}";3580;P;750001537;;48.86989606035237, 2.362648857626221
750003088;75056;RUE;;MAURICE ET LOUIS DE BROGLIE;R. Maurice et Louis de Broglie;Rue Maurice et Louis de Broglie;750566182;O;O;6128;"{""coordinates"": [[2.3703424601110914, 48.83355596591098], [2.3697694794359205, 48.833323834079394], [2.3696620012534813, 48.833271275220355]], ""type"": ""LineString""}";3589;P;750001537;;48.8334168191914, 2.3700008027522452
750006479;75056;VLA;;AMELIE;Vla. Amélie;Villa Amélie;750560269;O;O;0272;"{""coordinates"": [[2.4016777856661964, 48.87341674749091], [2.4020592636357168, 48.87281150477785], [2.4022876327319054, 48.87247575494655]], ""type"": ""LineString""}";3659;P;750001537;;48.872943774523584, 2.401978927682948
750005028;75056;RUE;DE L';ARCADE;R. de l'Arcade;Rue de l'Arcade;750560411;O;O;0389;"{""coordinates"": [[2.3231494717926284, 48.87073783117078], [2.3232277257265093, 48.87079552579214], [2.323322009834892, 48.87099613553283], [2.3234888897558754, 48.871388958147165], [2.3240032031817033, 48.87260331264619], [2.324146395991596, 48.872965827066636], [2.3242834429205814, 48.87331250508395], [2.3245976291513504, 48.874101290602525], [2.3246581057189526, 48.874251929433164], [2.3245897847071686, 48.87486603546537], [2.3246315026359308, 48.87494508890501]], ""type"": ""LineString""}";3702;P;750001537;;48.87280506261117, 2.324043351836985
750004878;75056;RUE;DE;COURTY;R. de Courty;Rue de Courty;750562406;O;O;2399;"{""coordinates"": [[2.3205775325672673, 48.861215736379734], [2.3204490169656586, 48.86122355950669], [2.3203611962896376, 48.86118690690287], [2.3199942638454756, 48.860643701112934]], ""type"": ""LineString""}";3739;P;750001537;;48.86099123380323, 2.320251459084703
750002955;75056;RUE;;PETION;R. Pétion;Rue Pétion;750567312;O;O;7261;"{""coordinates"": [[2.382023247677097, 48.85811028537962], [2.381952052732502, 48.85819821560132], [2.381272871898488, 48.859037187030225], [2.380674652514548, 48.85976780620897], [2.3799232799548884, 48.86071143891092]], ""type"": ""LineString""}";3781;P;750001537;;48.85940890305837, 2.3809708238757517
750003454;75056;RUE;DU;GENERAL NIESSEL;R. du Général Niessel;Rue du Général Niessel;750564074;O;O;3999;"{""coordinates"": [[2.4088966506376925, 48.84729769365253], [2.408967280421143, 48.84755463714229], [2.409264687674138, 48.84899471072871]], ""type"": ""LineString""}";3790;P;750001537;;48.848144499052644, 2.4090877526416192
750003455;75056;AV;DU;GENERAL MICHEL BIZOT;Av. du Général Michel Bizot;Avenue du Général Michel Bizot;750564075;O;O;4043;"{""coordinates"": [[2.3973001496535984, 48.83206768346921], [2.3989481422976207, 48.83327895991675], [2.4007752170087238, 48.83464961328492], [2.4029217057445194, 48.83622464683051], [2.403308018197072, 48.836510917154854], [2.403498861422531, 48.836680112802405], [2.403585197076214, 48.83688727978527], [2.4038068210646926, 48.83768525544384], [2.404387399338262, 48.839765266757645], [2.404482645184008, 48.840084132369235], [2.4045889580869013, 48.840519672840536], [2.40461236299859, 48.84060580406817], [2.404632217474552, 48.84067593599863], [2.404659601955456, 48.840775109732405], [2.40467965282752, 48.840891280816976]], ""type"": ""LineString""}";3791;P;750001537;;48.835961929500044, 2.4017452218299042
750005713;75056;RUE;DE;MARIVAUX;R. de Marivaux;Rue de Marivaux;750566100;O;O;6018;"{""coordinates"": [[2.3372456263720265, 48.870334124992766], [2.3372618404040084, 48.87037234684533], [2.337449290267765, 48.870815239914066], [2.3377294853563573, 48.87149223139701], [2.3377432255390325, 48.871585685932736]], ""type"": ""LineString""}";3799;P;750001537;;48.870956535269016, 2.337506025291852
750002848;75056;RUE;DES;PLATRIERES;R. des Plâtrières;Rue des Plâtrières;750567534;O;O;7488;"{""coordinates"": [[2.388771917962011, 48.86764425420684], [2.389681712945294, 48.867889856722954], [2.3899754994459768, 48.867905105322116], [2.3900617304813307, 48.867883528979526], [2.390126985220252, 48.8678558111305], [2.3901688993081343, 48.867809654796595], [2.3903315781714936, 48.86754940552575], [2.3904726697833003, 48.867302491164935], [2.3905868785584987, 48.867281569538974], [2.390700988050063, 48.86730642365413]], ""type"": ""LineString""}";3819;P;750001537;;48.86769117834357, 2.389810062627052
750004996;75056;RUE;;BLEUE;R. Bleue;Rue Bleue;750561017;O;O;1028;"{""coordinates"": [[2.3482465080736725, 48.87579374420462], [2.348181337459331, 48.875787085018594], [2.348005874585809, 48.87579709238699], [2.3471640095244637, 48.87584051972563], [2.34637832855967, 48.875890597247725], [2.345548461740741, 48.875941381357215], [2.344801225262672, 48.8760056523821], [2.344771379823967, 48.87609124971233]], ""type"": ""LineString""}";3826;P;750001537;;48.87588876394341, 2.3464788553799636
750003876;75056;RUE;;CALMELS PROLONGEE;R. Calmels Prolongée;Rue Calmels Prolongée;750561438;O;O;1430;"{""coordinates"": [[2.3388039234053566, 48.893820210782614], [2.33779291431711, 48.89397562096435], [2.3375961143915296, 48.89400358063393], [2.3374675056139766, 48.89402223157231]], ""type"": ""LineString""}";3867;P;750001537;;48.89392245558948, 2.338135897796351
750001146;75056;VLA;;MALAKOFF;Vla. Malakoff;Villa Malakoff;750565941;O;O;5869;"{""coordinates"": [[2.2863665671646713, 48.86562054616456], [2.2873496126382835, 48.86550565696615], [2.2874288471864883, 48.86548721540504]], ""type"": ""LineString""}";3890;V;750001537;;48.86555803813263, 2.2868984315559087
750003425;75056;RUE;DE;GUEBRIANT;R. de Guébriant;Rue de Guébriant;750564361;O;O;4325;"{""coordinates"": [[2.4085351295307094, 48.872871287853535], [2.4102502122609395, 48.873374338021215]], ""type"": ""LineString""}";3898;P;750001537;;48.873122812937375, 2.4093926708958247
750005157;75056;AV;DE LA;PORTE DU PRE SAINT-GERVAIS;Av. de la Porte du Pré Saint-Gervais;Avenue de la Porte du Pré Saint-Gervais;750567727;O;O;7677;"{""coordinates"": [[[2.401975457638544, 48.878735744588305], [2.4019535380372066, 48.87882787923029], [2.401887764678297, 48.87893573087325], [2.4018168263290636, 48.87912879501128], [2.4017247869412692, 48.879150350644615]], [[2.4015859108707387, 48.87875774714333], [2.401607102727573, 48.87894735960141], [2.4017247869412692, 48.879150350644615], [2.4016574279392064, 48.879353415085774], [2.4016601354789318, 48.879505837760846], [2.40151838191511, 48.87997347220063], [2.4014710759489226, 48.88022186382137], [2.4015003729258764, 48.88052490375502], [2.401585120122125, 48.88079761667441], [2.401726073065173, 48.88108349770127], [2.401876319153258, 48.881289339876005], [2.4021511958517427, 48.88159745510411], [2.4022502001290964, 48.881707199611455], [2.4023389534499917, 48.88179887934825], [2.4024973846816917, 48.881989347000044], [2.402615610595865, 48.88211867547834]]], ""type"": ""MultiLineString""}";3923;P;750001537;;48.880339324609956, 2.401805768580011
750006010;75056;RUE;DE L';AMIRAL DE COLIGNY;R. de l'Amiral de Coligny;Rue de l'Amiral de Coligny;750560284;O;O;0289;"{""coordinates"": [[2.339856451916004, 48.8589693372777], [2.3401178792623347, 48.859490882352056], [2.340352201440387, 48.85996074444584], [2.340580510885573, 48.86039446385751], [2.3407569157454406, 48.86067659026896], [2.3407934358569396, 48.860814140005694], [2.340803508341195, 48.8609154351818]], ""type"": ""LineString""}";3926;P;750001537;;48.85993851080671, 2.340348714392985
750001403;75056;RUE;;GUSTAVE DORE;R. Gustave Doré;Rue Gustave Doré;750564408;O;O;4362;"{""coordinates"": [[2.3038496996083424, 48.885914180524736], [2.3033449888987474, 48.88615702337772], [2.3021556395760077, 48.88675648972446]], ""type"": ""LineString""}";3954;P;750001537;;48.88633207942092, 2.3030010660316607
750007197;75056;RUE;;JEAN PIERRE-BLOCH;R. Jean Pierre-Bloch;Rue Jean Pierre-Bloch;750564952;O;O;4867;"{""coordinates"": [[2.296629608508373, 48.85389883781774], [2.2958874182988835, 48.8533370049564]], ""type"": ""LineString""}";3964;P;750001537;;48.85361792138707, 2.296258513403628
750008157;75056;ALL;;MAYA SURDUTS;All. Maya Surduts;Allée Maya Surduts;75056T290;O;O;6146;"{""coordinates"": [[2.396004151337174, 48.8543317599157], [2.3946159347298974, 48.85614537649397]], ""type"": ""LineString""}";4194;P;750001537;;48.85523856820484, 2.3953100430335357
750001614;75056;RUE;;EUGENE MILLON;R. Eugène Millon;Rue Eugène Millon;750563428;O;O;3455;"{""coordinates"": [[2.293995168752183, 48.83832714446035], [2.2919516997196467, 48.83738489935842]], ""type"": ""LineString""}";3994;P;750001537;;48.83785602190939, 2.2929734342359147
750003507;75056;RUE;;EUGENE OUDINE;R. Eugène Oudiné;Rue Eugène Oudiné;750563430;O;O;3457;"{""coordinates"": [[2.377819172597446, 48.82631299024418], [2.3759146298190816, 48.825877518813435], [2.3747694292641666, 48.82562259924827], [2.3745906968733275, 48.82557905231786], [2.372485718902595, 48.82503832972832]], ""type"": ""LineString""}";3995;P;750001537;;48.8256931172818, 2.3751482141550824
750005497;75056;RUE;;VIDE-GOUSSET;R. Vide-Gousset;Rue Vide-Gousset;750569779;O;O;9775;"{""coordinates"": [[2.34136484301026, 48.865929658473995], [2.341487922376787, 48.86604842866413], [2.3412876965350025, 48.866281444183954]], ""type"": ""LineString""}";4056;P;750001537;;48.86610203229832, 2.3414016043072503
750002076;75056;PORT;DU;BEL AIR;Port. du Bel Air;Porte du Bel Air;75056Z716;O;O;Z716;"{""coordinates"": [[2.420117703954153, 48.843433958915085], [2.4199418949453886, 48.84345559948078]], ""type"": ""LineString""}";4071;P;750001537;;48.84344477919793, 2.420029799449771
750004259;75056;IMP;DE;VALMY;Imp. de Valmy;Impasse de Valmy;750569566;O;O;9625;"{""coordinates"": [[2.3272219770709337, 48.85682296091938], [2.326823862280599, 48.857093001141536], [2.326411743956365, 48.857373726426744]], ""type"": ""LineString""}";4115;V;750001537;;48.857098144297346, 2.3268167249908074
750008146;75056;PL;;HRANT DINK;Pl. Hrant Dink;Place Hrant Dink;75056T301;N;O;4568;"{""coordinates"": [[2.352485823040913, 48.818570005276065], [2.352973989878601, 48.81823572144744], [2.3533777912513645, 48.8181959227023]], ""type"": ""LineString""}";4128;P;750001537;;48.818326772826744, 2.3529113378952338
750003105;75056;SENT;DES;MERISIERS;Sent. des Merisiers;Sentier des Merisiers;750566277;O;O;6195;"{""coordinates"": [[2.4098176736970744, 48.84278899658651], [2.4095904464100566, 48.84295795278719], [2.4091657288461166, 48.843275748199034], [2.409116880420078, 48.84337671155637], [2.409130691933535, 48.84344205508606], [2.409246909632096, 48.84379277553245]], ""type"": ""LineString""}";4157;P;750001537;;48.843233627200036, 2.4093625398641123
750001212;75056;RUE;DE;LOURMEL;R. de Lourmel;Rue de Lourmel;750565814;O;O;5755;"{""coordinates"": [[[2.2820541651544164, 48.83853165607825], [2.2817798265982687, 48.83787649781184], [2.281518134664663, 48.837526032311075], [2.2807057257098493, 48.836622504248645], [2.2805460336850167, 48.83639568392828]], [[2.2820541651544164, 48.83853165607825], [2.282101625892027, 48.83873302264928], [2.282244946042234, 48.83896938337012], [2.2822742090197656, 48.83899929220217], [2.2831265300658767, 48.839711021684884], [2.2835545164831355, 48.840047189637595], [2.2841941991977732, 48.84064056583452], [2.2845555806668045, 48.841067437490494], [2.28493054592283, 48.84149380446481], [2.2854680266878953, 48.84206945591619], [2.2855643952851414, 48.842166264017486], [2.2856306640945885, 48.84224525565708], [2.2858884378205535, 48.842521453064116], [2.286192054152114, 48.84284918739825], [2.28622547234921, 48.84298691825795]], [[2.281753607208587, 48.838550240531006], [2.2819144842820225, 48.83856729618756], [2.2819851954412522, 48.83854165683772], [2.2820541651544164, 48.83853165607825]], [[2.286323538002048, 48.843390879089], [2.28615803764095, 48.84336696674626], [2.2860915211604325, 48.84307412217086], [2.28622547234921, 48.84298691825795]], [[2.286323538002048, 48.843390879089], [2.28622547234921, 48.84298691825795]], [[2.2923440677872304, 48.85065942560816], [2.2919826051513446, 48.85021793083578], [2.291541020402051, 48.849736181546554], [2.2914593525935625, 48.84962274697233], [2.290909005252551, 48.849003656660265], [2.2901467802973206, 48.8481084878198], [2.289301118232139, 48.84715822617783], [2.288913227471167, 48.84669584207186], [2.28879080091758, 48.84659523082022], [2.288034380286777, 48.845724282613006], [2.2879881336217798, 48.84564834369784], [2.2879001745846783, 48.845577516705895], [2.287044455976067, 48.84457050747485], [2.2863452029041698, 48.84376804145201], [2.286323538002048, 48.843390879089]]], ""type"": ""MultiLineString""}";4163;P;750001537;;48.8434492751835, 2.2863077811789094
