L_LONGMIN;Geometry;display;catégorie;;;
Rue Pierre Dac;"{""coordinates"": [[2.3385019881909823, 48.88961375466444], [2.3387518270006544, 48.889943064629804]], ""type"": ""LineString""}";true;résistant;art;;
Place Gabriel Péri;"{""coordinates"": [[2.3246315026359308, 48.87494508890501], [2.3243698026886626, 48.87516942711818], [2.32426753963915, 48.87525189483153], [2.3248673820339163, 48.875337811688055]], ""type"": ""LineString""}";true;résistant;;;
Rue Lecourbe;"{""coordinates"": [[[2.287674700092825, 48.83813709431951], [2.2869948006731207, 48.8379582235123], [2.285807329502432, 48.837645820283534], [2.2850711030287307, 48.83740854751704], [2.28500254805382, 48.83740733730823], [2.2843499651846786, 48.83717227776553], [2.283666335523981, 48.83687398254795], [2.281777702155747, 48.8361154479468], [2.281340107308822, 48.83593388895572], [2.28130181141085, 48.8359179917473], [2.2812887513336593, 48.835892901659], [2.2812857814005003, 48.83588696592685], [2.281278008080231, 48.83587171078952], [2.2812766548795453, 48.83586906748996], [2.281269728627689, 48.83585561619152], [2.2812648457392766, 48.835846134420464], [2.2812407655707965, 48.83579918625093], [2.2812288093390336, 48.83577605442987], [2.281041834441271, 48.83541153818561]], [[2.2884316696673346, 48.83833159210699], [2.287674700092825, 48.83813709431951]], [[2.2884316696673346, 48.83833159210699], [2.2882982088198456, 48.838242344855765], [2.2883029337065244, 48.838169712681285], [2.287853527684766, 48.838056954778736], [2.2877651253453886, 48.838115238399986], [2.287674700092825, 48.83813709431951]], [[2.310668060225807, 48.84504018788412], [2.3105566522775525, 48.84495770372208], [2.3103774005406397, 48.844899839715296], [2.3100244158981655, 48.84479139158987], [2.309590269150424, 48.84465559202149], [2.3091585619375175, 48.84452095612294], [2.3087661082891118, 48.84440215843118], [2.308201573416056, 48.84423601116155], [2.3064681256971533, 48.84373512766736], [2.304590875614191, 48.8431821998432], [2.30281664303496, 48.84265003327421], [2.302707118079027, 48.84261753933171], [2.3006217959786515, 48.842015371896125], [2.2996079266166918, 48.84170743231857], [2.299126061370055, 48.84156858961061], [2.298830778380157, 48.84148292114297], [2.2981972314216934, 48.84129912540082], [2.29701404746667, 48.84089979242103], [2.2957379747937754, 48.840459869710706], [2.295179547532283, 48.84028350600831], [2.2930787068442675, 48.83957795551348], [2.291967035151287, 48.83925387577373], [2.291453696719907, 48.839124168767185], [2.290170821925561, 48.83878211370066], [2.289406460466525, 48.838586207124116], [2.288989007263483, 48.838474794573926], [2.2884316696673346, 48.83833159210699]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue du Capitaine Scott;"{""coordinates"": [[2.294560715131684, 48.854095417485155], [2.294124896704339, 48.85438906907268], [2.2939752542997747, 48.85440400592652], [2.2936058914279283, 48.854162326708725], [2.293500425548714, 48.85398791191464]], ""type"": ""LineString""}";true;personne;explorateur;;
Rue du Sergent Hoff;"{""coordinates"": [[2.2944685715601603, 48.88120789981625], [2.293993413312291, 48.88164370518021], [2.293836482725982, 48.88179111619793]], ""type"": ""LineString""}";true;personne;;;
Passage Duhesme;"{""coordinates"": [[2.3464009848947502, 48.896250259322514], [2.346476811201091, 48.896234791155685], [2.346810966432946, 48.896167681367615], [2.3482267688170015, 48.895883008471195], [2.3483725635157726, 48.89585241561868], [2.3482814548391744, 48.895649447019885], [2.3483341804301703, 48.895601890136014]], ""type"": ""LineString""}";true;personne;;;
Rue d'Alger;"{""coordinates"": [[2.3292956400771208, 48.86465028588056], [2.329355205466762, 48.86473107523893], [2.3297870691081872, 48.865312385781465], [2.330125178932094, 48.86576680262503], [2.330164436337328, 48.86581996683147]], ""type"": ""LineString""}";true;siège;;;
Rue Brancion;"{""coordinates"": [[2.3064779022818227, 48.83626271408072], [2.3055410763135735, 48.83514870303233], [2.305171926944929, 48.834723503008604], [2.3050880950153663, 48.83464829604241], [2.303350299433123, 48.83258745140734], [2.3029821380014845, 48.83212874745402], [2.3029158872909394, 48.83204435065527], [2.3024548971137753, 48.83128201392408], [2.3020204589133453, 48.830572452330074], [2.3018997718340635, 48.83018725519659], [2.3017605229011755, 48.82968685606494], [2.3017180973880538, 48.82955302377811], [2.301432997127354, 48.82865325769292]], ""type"": ""LineString""}";true;personne;;;
Rue Castex;"{""coordinates"": [[2.3659516618606644, 48.85220022182113], [2.366019884943358, 48.852369311012836], [2.3661248442812757, 48.85263299086343], [2.3663610381843894, 48.85316512089627], [2.366470214687861, 48.85342970393522], [2.3665129197563557, 48.853530009968516]], ""type"": ""LineString""}";true;personne;;;
Rue de Cambrai;"{""coordinates"": [[2.3767791690465128, 48.8935042124474], [2.376886279852451, 48.89360870410876], [2.3776569399943113, 48.89428042861128], [2.3784292395458677, 48.89494673326393], [2.3788542735284883, 48.89533495256319], [2.3791513210394584, 48.89559160217453], [2.3792903395122837, 48.895675851354895], [2.379373169623921, 48.89578934274844], [2.379530637697917, 48.895884362130346], [2.379735452993027, 48.89590465950321], [2.3798806069021747, 48.89595719386923], [2.380106391282017, 48.89602636012313], [2.3802819587257775, 48.89607575092642], [2.3813432494466023, 48.89595123301031], [2.381753188723635, 48.89590512868678], [2.383478924650688, 48.89600842662962], [2.38357807881271, 48.895996229706974], [2.383691180006375, 48.896029492965724]], ""type"": ""LineString""}";true;paix;;;
Rue François Bloch-Lainé;"{""coordinates"": [[2.3695865869481736, 48.84068656818815], [2.3687871274408407, 48.84040910804253]], ""type"": ""LineString""}";true;résistant;politique;;
Square Lowendal;"{""coordinates"": [[[2.3033258785242356, 48.84815946084672], [2.303225836143853, 48.84825565867543]], [[2.303029080806419, 48.848166429053585], [2.303225836143853, 48.84825565867543], [2.303352753776847, 48.848313201501995]], [[2.3035786601629114, 48.84827487279085], [2.303473670875256, 48.84836804714257]], [[2.303352753776847, 48.848313201501995], [2.303473670875256, 48.84836804714257], [2.303601916249847, 48.84842620899214]], [[2.303823988801836, 48.84839028578296], [2.303734374426852, 48.84848628387743]], [[2.303262504894923, 48.84839748585905], [2.303352753776847, 48.848313201501995]], [[2.303601916249847, 48.84842620899214], [2.303734374426852, 48.84848628387743], [2.3038685038023363, 48.84854981289275], [2.303736567850837, 48.84871173080551]], [[2.3035041374121614, 48.84852026173606], [2.303601916249847, 48.84842620899214]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Lepic;"{""coordinates"": [[2.332759386386555, 48.883869223100426], [2.333593856981822, 48.88467906819252], [2.3337292572233963, 48.88481323735277], [2.3340318260409583, 48.885107751482025], [2.3343207700664816, 48.885396253424325], [2.3347797904366736, 48.88583367523473], [2.334451084992504, 48.88605129378573], [2.3341715283666558, 48.88623131399726], [2.333863885831074, 48.88645010922068], [2.333798273062094, 48.88658049754526], [2.333863023227936, 48.886963135295844], [2.3339226120889904, 48.88712779203205], [2.3339448343077693, 48.8871634930671], [2.334138175976964, 48.887431839672224], [2.3342959538954133, 48.88760945286166], [2.3343470845645107, 48.88764542244336], [2.3344449991516454, 48.88768508749038], [2.3346198177405837, 48.88770964845211], [2.334762997705003, 48.88768509198056], [2.3352632103856212, 48.88754057817818], [2.3356672749434733, 48.8874271941866], [2.3359050893377176, 48.88738186529658], [2.336157371078701, 48.88735911732367], [2.3372132558171668, 48.88727367599684], [2.3373036670921414, 48.887259022757256], [2.337457078252863, 48.88723401607049], [2.337776719233075, 48.88709714399346], [2.3384200800524715, 48.88679606223978], [2.3385044862983553, 48.886766652915675]], ""type"": ""LineString""}";true;personne;;;
Rue d'Alexandrie;"{""coordinates"": [[2.351727088596933, 48.867838341072286], [2.3516419047653394, 48.86786101073779], [2.350539620885789, 48.86815566662509], [2.350212489809479, 48.86824932027053], [2.350102633352816, 48.868285929591394], [2.3498733817331594, 48.8683893769575], [2.349759317410954, 48.86853588065447], [2.349728659280408, 48.86857509626747]], ""type"": ""LineString""}";true;siège;;;
Rue Vercingétorix;"{""coordinates"": [[[2.3060252332172433, 48.82876667548045], [2.3055472177562586, 48.82825962830003], [2.305250140858013, 48.82779010001037]], [[2.3064209682004666, 48.82911587920751], [2.3060252332172433, 48.82876667548045]], [[2.306941933873669, 48.829628324748136], [2.3068365163509457, 48.829539790683036], [2.3064209682004666, 48.82911587920751]], [[2.308234755223938, 48.83065224023789], [2.306941933873669, 48.829628324748136]], [[2.309280857830343, 48.83143285587467], [2.3089831039745796, 48.831253041539625], [2.308234755223938, 48.83065224023789]], [[2.3104501528830137, 48.832106687650665], [2.309280857830343, 48.83143285587467]], [[2.3115293298237938, 48.83273542471074], [2.3113634741303097, 48.83261947587915], [2.3104501528830137, 48.832106687650665]], [[2.313616236070827, 48.83435932134825], [2.313560046386079, 48.83433185581214], [2.3125058781959784, 48.833480075526275], [2.3117447348400546, 48.83292144987176], [2.3115293298237938, 48.83273542471074]], [[2.3142917264384066, 48.8347823394148], [2.313616236070827, 48.83435932134825]], [[2.3149049467603726, 48.83515818447923], [2.3142917264384066, 48.8347823394148]], [[2.3154697489010245, 48.8354630405317], [2.3153632120333394, 48.83543906509674], [2.3149049467603726, 48.83515818447923]], [[2.3161381536011, 48.835846839411644], [2.3154697489010245, 48.8354630405317]], [[2.3172262750506047, 48.836406042914746], [2.3166318437835356, 48.83614719996982], [2.3161381536011, 48.835846839411644]], [[2.3180518123097418, 48.83694132703556], [2.3174937145217887, 48.83651123068397]], [[2.320214822057856, 48.83748862945347], [2.3195717982631634, 48.837371337998846]], [[2.322361275461518, 48.83836026375028], [2.321490305430563, 48.83807175547326], [2.320202163830768, 48.837617212337314], [2.3201719217078196, 48.83755527175936], [2.320214822057856, 48.83748862945347]]], ""type"": ""MultiLineString""}";true;personne;politique;;
Place Marie Madeleine Fourcade;"{""coordinates"": [[2.2955758291800694, 48.85145484285327], [2.2951637132904112, 48.85172915814971]], ""type"": ""LineString""}";true;résistant;;;
Rue Bellot;"{""coordinates"": [[2.3683771273957013, 48.88570196677961], [2.366568011571596, 48.88638491737232]], ""type"": ""LineString""}";true;personne;explorateur;;
Rue du Maréchal Harispe;"{""coordinates"": [[2.298573917161317, 48.85864509423947], [2.2979651540217607, 48.85822906224245], [2.297467173311786, 48.857891570554045]], ""type"": ""LineString""}";true;personne;;;
Place Boulnois;"{""coordinates"": [[2.2953737181361205, 48.879011930941616], [2.2958110674649177, 48.87921777277168], [2.295869439620545, 48.879174453238875], [2.296019264179713, 48.879241040020354], [2.2959084430987953, 48.879334333162305], [2.2957762138525104, 48.87926529563292], [2.2958110674649177, 48.87921777277168]], ""type"": ""LineString""}";true;personne;propriétaire;;
Rue d'Astorg;"{""coordinates"": [[2.319261096056845, 48.87187355756941], [2.319561308025781, 48.873318563429144], [2.319562100942018, 48.87338727756481], [2.319562077304493, 48.87345587913366], [2.319517637740378, 48.87384462722902], [2.319438975296364, 48.87452560995921]], ""type"": ""LineString""}";true;personne;;;
Pont d'Iéna;"{""coordinates"": [[2.291224077940866, 48.8603749461945], [2.2913689983677465, 48.86028259537354], [2.291954450031261, 48.85990948311324], [2.2931362881580175, 48.85912396758804], [2.2931925470744887, 48.859075177125845], [2.293394689415616, 48.858965993063606]], ""type"": ""LineString""}";true;bataille;;;
Rue de Dantzig;"{""coordinates"": [[[2.2996108723950957, 48.83433391815728], [2.299547077485326, 48.834278853626124], [2.298703099460939, 48.833500059131524], [2.2976106985408817, 48.832542505401186], [2.2974534634666104, 48.83231587451256], [2.2969924377959288, 48.83166190013637], [2.296869144167017, 48.83152301311036], [2.2964303021001125, 48.83097564371586], [2.2956482395549034, 48.82992687192611]], [[2.300338992643311, 48.83506406425798], [2.300177334976543, 48.834873152817906], [2.3000477556590204, 48.834711136862396], [2.2996108723950957, 48.83433391815728]], [[2.300338992643311, 48.83506406425798], [2.3002094947079694, 48.83506640053001], [2.2999724238160204, 48.83481916048337], [2.2997501847807, 48.83458660357396], [2.2995538389169243, 48.83441034576174], [2.2996108723950957, 48.83433391815728]], [[2.3008553564622733, 48.835958200558686], [2.3006853834414827, 48.835528655689785], [2.300604607903164, 48.83535803996932], [2.300483712930688, 48.835234982246156], [2.300338992643311, 48.83506406425798]]], ""type"": ""MultiLineString""}";true;siège;;;
Rue du Lieutenant-Colonel Dax;"{""coordinates"": [[2.3401254230748156, 48.8992269707874], [2.3400412238073987, 48.90082345978481], [2.34003523533303, 48.9009493580291], [2.3400308844224305, 48.901138685045645], [2.339958562923589, 48.90119869355862], [2.339901503147698, 48.90124705906126]], ""type"": ""LineString""}";true;personne;;;
Square Ornano;"{""coordinates"": [[2.3492599475212637, 48.89210683858191], [2.3496018578235836, 48.89269609743803]], ""type"": ""LineString""}";true;personne;;;
Quai de Valmy;"{""coordinates"": [[[2.3670372849634007, 48.86866165783044], [2.366184212637423, 48.869754724559805], [2.3654019071154258, 48.87075662486219], [2.3645180781034356, 48.87189433793119], [2.3644108661979235, 48.87203285124754], [2.363733127517126, 48.87290549284106], [2.363584757340214, 48.873103790277824], [2.3630792002741163, 48.87374449564572], [2.362982887644958, 48.87387967498697], [2.3629335768424413, 48.873968626704176], [2.362900354785795, 48.87405415661456], [2.3628569685148872, 48.87422495240596], [2.3628392238911617, 48.87447070937367], [2.3628956419746694, 48.87468688617034], [2.3629689401092824, 48.87485062255017], [2.3630738651647674, 48.87501139745486], [2.3633244542582603, 48.875299645376856], [2.363901774867745, 48.87596433702436], [2.3641684162464562, 48.87627976511358], [2.3644223583154886, 48.876569098357535], [2.3645838981513196, 48.87675589315955], [2.3654032735524093, 48.87770208420844], [2.3662593935463003, 48.87869457194898], [2.3667317483278065, 48.879246698068535], [2.367058377644302, 48.87962834788091], [2.367237571734249, 48.879803522530665], [2.367364051737639, 48.87987886240956]], [[2.367058377644302, 48.87962834788091], [2.3670797306433986, 48.87992117500807], [2.3671616838733684, 48.87999261940601], [2.3671533068691715, 48.88009288647298], [2.368464084041292, 48.88161628534483], [2.3690695952588805, 48.882354760256014], [2.369235783200472, 48.882516408900266], [2.3692703439418437, 48.882414508194], [2.3690998846889224, 48.882142840169955], [2.3688853955416946, 48.88174076184225]], [[2.367764019091638, 48.880487573779284], [2.3673353262975376, 48.880078299084644], [2.3671616838733684, 48.87999261940601]]], ""type"": ""MultiLineString""}";true;bataille;;;
Rue Rottembourg;"{""coordinates"": [[2.4038068210646926, 48.83768525544384], [2.4053245661558793, 48.83808542681735], [2.406324191917129, 48.838354246820884], [2.406651690518649, 48.838442174454926], [2.406832400339324, 48.83849053896871], [2.4069778056166733, 48.838529653634275], [2.4086175787686144, 48.838957584237754]], ""type"": ""LineString""}";true;personne;;;
Villa de Saxe;"{""coordinates"": [[2.3093127954743817, 48.84893499535372], [2.3096539317534655, 48.84953453578885], [2.3097424701229987, 48.84959623913996], [2.309889775019613, 48.84982946573433]], ""type"": ""LineString""}";true;personne;;;
Square de la Tour-Maubourg;"{""coordinates"": [[2.3085343277041193, 48.85798115135278], [2.3086373995873544, 48.85716427854289]], ""type"": ""LineString""}";true;personne;politique;;
Rue de Sully;"{""coordinates"": [[2.3643994216738804, 48.84975296355371], [2.3643866465816985, 48.849820500243865], [2.362677251494101, 48.85120435512615]], ""type"": ""LineString""}";true;personne;;;
Place Valhubert;"{""coordinates"": [[[2.3655507397055557, 48.84363275587232], [2.365068695007491, 48.84361830888205], [2.3648550674342386, 48.84364408374405], [2.364714948375171, 48.84367905334461]], [[2.3655507397055557, 48.84363275587232], [2.3650363518763298, 48.84405073851486]], [[2.364714948375171, 48.84367905334461], [2.364598965948424, 48.843707999355935], [2.3644276083392084, 48.84377934371056]], [[2.364714948375171, 48.84367905334461], [2.3648962554357658, 48.84384896086071]], [[2.3644276083392084, 48.84377934371056], [2.3645176499527754, 48.84397702478169]], [[2.3644276083392084, 48.84377934371056], [2.3643364766128006, 48.84381632686792], [2.364244532496035, 48.843862928793754], [2.364145804520163, 48.84394398505875], [2.364029237548626, 48.844067657022656], [2.363956142270919, 48.844195373281416], [2.3639127612642166, 48.844351316503115], [2.363906824807319, 48.84446482013722], [2.363949549798734, 48.84461273117774], [2.3639842127778103, 48.84472901381051], [2.3639646543431523, 48.84484664499754], [2.3642220064014623, 48.844646115694886]], [[2.3648962554357658, 48.84384896086071], [2.3655507397055557, 48.84363275587232]], [[2.3648962554357658, 48.84384896086071], [2.364744740606359, 48.84390437540786], [2.3645176499527754, 48.84397702478169]], [[2.3648962554357658, 48.84384896086071], [2.3650363518763298, 48.84405073851486]], [[2.3645176499527754, 48.84397702478169], [2.3645990731508553, 48.84415072800024], [2.364777581318565, 48.84424852805781]], [[2.3645176499527754, 48.84397702478169], [2.364364282466195, 48.84439431350122], [2.364266798636433, 48.84453081298196], [2.3642220064014623, 48.844646115694886]], [[2.3650363518763298, 48.84405073851486], [2.3648842507854204, 48.84416987877355], [2.364777581318565, 48.84424852805781], [2.364496371737314, 48.844444776831054], [2.364392171664852, 48.84451749410775], [2.3642220064014623, 48.844646115694886]]], ""type"": ""MultiLineString""}";true;personne;;;
Place Darno Maffini;"{""coordinates"": [[2.368857267303684, 48.86634529457027], [2.369119918066014, 48.86641007392548], [2.3689581170958856, 48.86664000997305], [2.3692307163042146, 48.86670966198171]], ""type"": ""LineString""}";true;résistant;;;
Place du Père Chaillet;"{""coordinates"": [[2.3792228856610693, 48.85661717281738], [2.3790328877874014, 48.85693671483489], [2.379346134739578, 48.857057719460606]], ""type"": ""LineString""}";true;résistant;religion;;
Square de la Motte-Picquet;"{""coordinates"": [[2.2970009885834353, 48.85070080957309], [2.297379442636323, 48.850296898979494]], ""type"": ""LineString""}";true;personne;;;
Rue Lyautey;"{""coordinates"": [[2.282026015783543, 48.856526242095434], [2.2819501531898307, 48.856600514556874], [2.2810412889961467, 48.85717043952982]], ""type"": ""LineString""}";true;personne;;;
Rue Duphot;"{""coordinates"": [[2.3258711750705183, 48.867534377494636], [2.3258354515210504, 48.86761287794174], [2.325613805799179, 48.86821302995273], [2.3253195925245356, 48.86901183296861], [2.3251591734385975, 48.869448863920674]], ""type"": ""LineString""}";true;personne;;;
Rue du Sommet des Alpes;"{""coordinates"": [[2.303832055494143, 48.830578739055014], [2.303781002618956, 48.830538617465464], [2.3032341790226725, 48.830104433502356], [2.303200670253544, 48.830065520086], [2.303141994326379, 48.83002404069496]], ""type"": ""LineString""}";true;guerre;;;
Allée Colette Heilbronner;"{""coordinates"": [[2.3119036158451642, 48.89334887941132], [2.3110627698323407, 48.89307280835598], [2.3105098464152887, 48.89285458828746], [2.309489172461036, 48.89235962666403], [2.3092391104372267, 48.89258444589585]], ""type"": ""LineString""}";true;résistant;;;
Rue Léon-Maurice Nordmann;"{""coordinates"": [[2.3462728173373737, 48.8350023743755], [2.3461562031291674, 48.83492164813753], [2.346030012914421, 48.834675781179826], [2.3455268863766823, 48.83437906129792], [2.3453657011188715, 48.834327427780345], [2.344914586066681, 48.834194099590704], [2.34484233903632, 48.834148717391166], [2.3443126887311725, 48.833989324637756], [2.343331059962243, 48.833741181281795], [2.342232693224535, 48.83346678274134], [2.341413707306414, 48.833165564494436], [2.341266730552243, 48.83311781692366]], ""type"": ""LineString""}";true;résistant;;;
Cité de Trévise;"{""coordinates"": [[[2.3465220742397292, 48.87403248887939], [2.34668065105473, 48.874818260002336], [2.3468911448041863, 48.8747989217388], [2.346921002013605, 48.87480555986031], [2.3469482641872346, 48.874825610916446], [2.3469643526554553, 48.874851689520334], [2.3470002509238577, 48.875013747982244]], [[2.34668065105473, 48.874818260002336], [2.3467113470186205, 48.87496781636724], [2.346729211337549, 48.87499361690363], [2.346763298682193, 48.87501519814402], [2.346805976800907, 48.87502580937671], [2.3468519193727335, 48.875025079783335], [2.3470002509238577, 48.875013747982244], [2.3471640095244637, 48.87584051972563]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue du Chaffault;"{""coordinates"": [[2.414667406689759, 48.845133530858185], [2.4149706168661433, 48.84516515136002], [2.4155915741478156, 48.845296740071625], [2.415730576279085, 48.845303984294475]], ""type"": ""LineString""}";true;personne;;;
Square Sédillot;"{""coordinates"": [[2.301942242558571, 48.8583050755025], [2.3024596654231773, 48.85757662939062]], ""type"": ""LineString""}";true;personne;médecin;;
Rue Clauzel;"{""coordinates"": [[2.339813706814525, 48.878917305375204], [2.3374816722863265, 48.87930404152706], [2.3370232877494335, 48.87938389191561]], ""type"": ""LineString""}";true;personne;;;
Square Chauré;"{""coordinates"": [[2.406348964828402, 48.86747222410685], [2.406350410974688, 48.867341737401226], [2.406827995912872, 48.86701014519651]], ""type"": ""LineString""}";true;personne;victime;;
Boulevard de la Commanderie;"{""coordinates"": [[[2.3869979730516975, 48.900693445023094], [2.386778173919423, 48.900832810354686], [2.3864841496284828, 48.90097829710056], [2.3861527123839803, 48.9011302372826], [2.3857991177927436, 48.9013795033227], [2.385479633753185, 48.90164167754831]], [[2.3864841496284828, 48.90097829710056], [2.386202114514984, 48.90116886410114], [2.385623560249557, 48.901597783098566], [2.385479633753185, 48.90164167754831], [2.385207402615534, 48.901883939872995], [2.3849882824447546, 48.90205737120744]]], ""type"": ""MultiLineString""}";true;batiment;;;
Place de Fontenoy - Unesco;"{""coordinates"": [[[2.305717293149386, 48.8502024210692], [2.3055290657314527, 48.850260821393476], [2.3054064011716306, 48.85031204742644], [2.305235043283172, 48.850421619915764]], [[2.305717293149386, 48.8502024210692], [2.3057960784879383, 48.85079955900479], [2.3058872847547605, 48.85075389700768], [2.3059979261910746, 48.85073775675834], [2.3061121244614546, 48.850758456848034], [2.306159799538569, 48.850782656312354]], [[2.3068081266939826, 48.850359901538035], [2.306564691040726, 48.85024851708117], [2.306372188251736, 48.85018793550083], [2.306159350932145, 48.85016233773796], [2.305942967717377, 48.85016560649617], [2.305717293149386, 48.8502024210692]], [[2.306159799538569, 48.850782656312354], [2.3068081266939826, 48.850359901538035]], [[2.306159799538569, 48.850782656312354], [2.3062014651547345, 48.85082115671319], [2.3062286734163435, 48.85089023245924], [2.306212414394884, 48.850962977364226], [2.3061323932070694, 48.85102833749846], [2.307035121384833, 48.85110204650083], [2.307101592803324, 48.85090467118107], [2.3070804540630894, 48.850693693757016], [2.306963104865426, 48.85050617196618], [2.3068081266939826, 48.850359901538035]], [[2.3066746331361747, 48.85140537175072], [2.3069013332650394, 48.85125183341427], [2.307035121384833, 48.85110204650083]]], ""type"": ""MultiLineString""}";true;bataille;batiment;paix;!!!
Rue Fernand Holweck;"{""coordinates"": [[2.3142917264384066, 48.8347823394148], [2.3149953301145065, 48.83436588741203]], ""type"": ""LineString""}";true;résistant;sciences;;
Esplanade Roger Linet;"{""coordinates"": [[2.3772924377007687, 48.86764788994864], [2.3773343700110656, 48.867756253721346], [2.378335933232625, 48.867985368618676]], ""type"": ""LineString""}";true;résistant;syndicat;;
Rue Montbrun;"{""coordinates"": [[2.3298663474647867, 48.82964526553146], [2.3298842868129346, 48.82957223786414], [2.3300673655130826, 48.82888782261589], [2.330190813372919, 48.828398714011385], [2.3303390850157033, 48.827826335915596]], ""type"": ""LineString""}";true;personne;;;
Avenue Marcel Doret;"{""coordinates"": [[[2.2588398185409226, 48.83617307255399], [2.258655894876924, 48.83600338948533], [2.2585842046437223, 48.835887519060684]], [[2.2592204603637884, 48.83646945482555], [2.259122765627218, 48.836445187144754], [2.2588779696772368, 48.83626768057137], [2.2588398185409226, 48.83617307255399]], [[2.2592204603637884, 48.83646945482555], [2.259214732424983, 48.83640946689717], [2.2589699666600205, 48.83621641046678], [2.2588398185409226, 48.83617307255399]], [[2.2600326345999813, 48.837039838992766], [2.259804664689325, 48.83690317129081], [2.2592663720544586, 48.83650217967283], [2.2592204603637884, 48.83646945482555]]], ""type"": ""MultiLineString""}";true;personne;aviateur;;
Villa Montcalm;"{""coordinates"": [[2.3367658054799345, 48.892589206632294], [2.336796491159159, 48.89267284277448], [2.336697616382296, 48.8927901064722], [2.3366916094126156, 48.89289227227513], [2.3370249334213464, 48.893349274422704]], ""type"": ""LineString""}";true;personne;;;
Rue de Mazagran;"{""coordinates"": [[2.350960697840665, 48.870049480980896], [2.3522904063640913, 48.87115766467283]], ""type"": ""LineString""}";true;bataille;;;
